sentence	is_actionable
Develop and update new project tracking program for all of GA This is currently my most timely project, as we would like to have it in place by the beginning of November.	Actionable
Phillip, send his resume to Karen Buckley.	Actionable
Check the Fantasy News area throughout the week for news and advice from our experts.	Actionable
please reschedule them for Wednesday or Thursday afternoon this week, so we can discuss the attendees list for the meeting.	Actionable
(no particular order):	Non-Actionable
Jayant Krishnaswamy/HOU/ECT	Non-Actionable
On each exchange line item, change the MDQ to zero and for any Negotiated rates, uncheck them as well.	Actionable
Get with Tom Chapman to find out the do's and don'ts with regard to mustering political support.	Actionable
(I thought hissales price was $187,000.)	Non-Actionable
Check if Tetco allocated the vol to their contract.	Actionable
Position and P&L aggregation across all gas desks.	Non-Actionable
---------------------------Richard Burchfield10/06/2000 06:59 AM	Non-Actionable
Gas Trading Vision Meeting - Room	Non-Actionable
Please provide us with your own preliminary list of issues by midday, Wednesday, September 13.	Actionable
Please review for clairty and content on the document which is completed by John.	Actionable
Please ensure delinquent account debtors to meet their debt obligations.	Actionable
Company: 0413	Non-Actionable
Let Scott Hendrickson, Robin, and Dick know what fuel waivers CNG approves.	Actionable
, I am developing a> proposal to sell power to customer at fixed or collar/floor price.	Non-Actionable
Please reference the meeting as Systems Meeting and also note that there will be follow up meeting.	Actionable
It is  too vague and it doesn't sound like anything an attorney or title company  would?draft for a real estate closing--	Non-Actionable
Please check on the following Enron entities to determine if they also need Enron Marketing Services Inc.	Actionable
Jeff, I need to see the site plan for Burnet.	Non-Actionable
Please direct any questions to Dorie Hitchcock via email to get solved.	Actionable
Brenda??	Non-Actionable
Interact with cross-functional team to spread around world to work together in entire verification related tasks.	Actionable
<cbpres@austin.rr.com> on 09/08/2000 05:21:49 AM	Non-Actionable
<cbpres@austin.rr.com> on 09/08/2000 05:21:49 AM	Non-Actionable
_	Non-Actionable
Shemin, please view this diagram as supplement to the Administrative Protocols that Mark Ellenberg is finishing up and help on this.	Actionable
Phillip	Non-Actionable
The property would be purchased in the name of the limited partnership andany land loans, land improvements loans and construction loans would be inthe name of the limited partnership.	Non-Actionable
I faxed you a copy of this file.	Non-Actionable
Please view the attached NNG Reserve Schedule for August 2001 and reschedule it.	Actionable
please add Manny Bela to your schedule as its mentioned in the revised plan.	Actionable
Make sure you provide an updated version in the next week.	Actionable
, total improved lot cost is $19,000which means $0 to $4,000 per lot in total equity.	Non-Actionable
please test component like design, data and monitor development as soon as possible	Actionable
What is this?	Non-Actionable
Please let me know what further can do from this end to prepare for tomorrow's meeting.	Actionable
> Manager, Business Development and Planning	Non-Actionable
Talk to Robert Jones in HR and Mark Taylor in legal to make sure we understand my committment and that it doesn't conflict with any Enron policy, etc.	Actionable
Get the Chicago recruiter to add to schedule.	Actionable
Make sure that customer calls are answered.	Actionable
Let's discuss and call Paul Myford after you complete your review.	Actionable
"---------------------------	Reschedule"	Non-Actionable
Please get back to me as soon as your schedule permits regarding the site visit and feel free to call at any time.	Actionable
Deployment of TDS in Canada.	Non-Actionable
"To:	Phillip K Allen/HOU/ECT@ECT"	Non-Actionable
Please create various different reports as required.	Actionable
Also, to reiterate that the goals of this project is a project plan on consolidate physical/financial positions and transport trade capture.	Non-Actionable
we have to get Brenda happy.	Non-Actionable
Terry, see several deals out there for Beldan and Blake all at NYSEG but with different prices.	Actionable
Inclusion of spread options in our systems.	Non-Actionable
Get intenet access from Juno by end of the day.	Actionable
Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000	Non-Actionable
cc:	Non-Actionable
Make sure we get the capital approved and that we EOTT are aware of the cost.	Actionable
Hunter S Shively/HOU/ECT	Non-Actionable
It is our desire to have reliable and accurate indeces against which to conduct our physical and financial business.	Non-Actionable
YES, West Calendar	Non-Actionable
Chris,	Non-Actionable
- Westgate Proforma-Phillip Allen.xls	Non-Actionable
In the future, please let me know what you need so that there can be some order to the process.	Actionable
Please conduct meetings to encourage your employees to suggest list of reviewers promptly for your approval.	Actionable
Bob, go ahead and accept the nom revision.	Actionable
- Westgate Proforma-Phillip Allen.xls	Non-Actionable
505-798-6050x	Non-Actionable
Once you have read the package and reviewed this proforma, we would want toschedule a tour of the site and the area.	Non-Actionable
Please note that will be out of the office until Tuesday, January 8.	Actionable
so this is a good idea for both screening and current buyerpreferences.	Non-Actionable
Please see the attachment below for items to be discussed and let me know if there are additional items to be added as soon as possible.	Actionable
American Express, please hit the reply button and let us know by subject line.	Actionable
Phillip K Allen/HOU/ECT	Non-Actionable
Remind me to tell you about the terroristic threat at High School.	Actionable
San Marcos	Non-Actionable
The seller accepted our offer Thursday evening with a price of $680,000 andan extended escrow.	Non-Actionable
Be sure to respond before December 28, 2001.	Actionable
Please confirm that by ENA and EES taking no action at the hearing that the agreements have been terminated.	Actionable
I would like to use some form of internet basedreporting.	Non-Actionable
Please pass along information to Logistics person that nominates on particular pipe.	Actionable
End:	Non-Actionable
TBD.	Non-Actionable
Unlikemany real estate investment programs, none of the funds are used for fees toCreekside Builders, LLC.	Non-Actionable
Please gather this information as soon as you can from Nancy Stivers.	Actionable
Enron@Enron	Non-Actionable
Develop customer facing UI to large and complicated web applications and let me know.	Actionable
Please schedule both June 14 and July 18 on my calendar.	Actionable
